"drg","stateProvider","num_charges","mean_charge"
"194","TN",92,19669.0387590109
"194","TX",247,28614.1702217247
"194","UT",24,16080.606045
"194","VA",71,19683.0288991127
"194","VT",6,13807.1866445
"194","WA",46,20603.5408833478
"194","WI",62,16841.1963268548
"194","WV",32,13587.8742127188
"194","WY",9,19579.8355633333
"195","AK",6,17993.7479166667
"195","AL",74,14839.6347160405
"195","AR",39,14641.9925569487
"195","AZ",41,19140.2764567805
"195","CA",178,35038.8057520787
"195","CO",28,18424.0057355357
"195","CT",28,15315.4032300714
"195","DC",6,17256.7625216667
"195","DE",5,12474.485902
"195","FL",148,24176.6007809595
"195","GA",84,15076.2484766429
"195","HI",9,15799.2546611111
"195","IA",33,12035.4242568788
"195","ID",9,11457.6485382222
"195","IL",114,18206.2448956228
"195","IN",70,13768.1712307286
"195","KS",36,15391.0242496944
"195","KY",61,13119.0929521803
"195","LA",55,16119.0416773455
"195","MA",53,9795.53052545283
"195","MD",39,6440.78432374359
"195","ME",15,11891.5751662
"195","MI",71,11627.6830449859
"195","MN",35,12541.6893187143
"195","MO",65,15786.9046875846
"195","MS",48,16692.1294980625
"195","MT",10,10239.4970543
"195","NC",72,13473.5554697639
"195","ND",6,8742.961691
"195","NE",18,17089.3489566667
"195","NH",13,13631.4138398462
"195","NJ",59,38860.6155891525
"195","NM",23,14766.5084683043
"195","NV",19,29206.1679652632
"195","NY",136,15544.7059972647
"195","OH",103,13940.4865750583
"195","OK",57,14557.105454807
"195","OR",22,13476.4013844545
"195","PA",122,19720.612656418
"195","RI",10,13641.044853
"195","SC",44,18193.9928449545
"195","SD",11,12196.3412502727
"195","TN",83,14837.3411902048
"195","TX",213,20837.2718942394
"195","UT",17,11896.7500665882
"195","VA",64,14224.4737429219
"195","VT",6,10180.9010018333
"195","WA",39,15592.6349384359
"195","WI",43,13305.6127803256
"195","WV",29,9659.91973137931
"195","WY",7,14880.3248514286
"202","AL",36,20174.7396713056
"202","AR",15,13563.1322600667
"202","AZ",25,24673.882704
"202","CA",99,45590.4312475758
"202","CO",15,25021.7703026667
"202","CT",16,18732.0730210625
"202","DC",5,20419.566666
"202","DE",5,14880.880082
"202","FL",107,28740.2282725234
"202","GA",52,19887.3220263269
"202","HI",2,30427.82353
"202","IA",10,15115.044149
"202","ID",2,15688.791535
"202","IL",72,23254.2207291667
"202","IN",34,15360.2165384706
"202","KS",9,20203.6358822222
"202","KY",22,14119.7417257273
"202","LA",27,21242.1420297037
"202","MA",42,11351.5050747143
"202","MD",33,8869.78945136364
"202","ME",4,14585.693775
"202","MI",44,15115.4752462045
"202","MN",13,19079.8122861538
"202","MO",30,17165.8310933667
"202","MS",32,18710.8364290937
"202","MT",3,10966.4230776667
"202","NC",44,15266.0765506136
"202","NE",6,21580.422575
"202","NH",6,15605.9187866667
"202","NJ",49,43417.5054602041
"202","NM",6,18437.7112616667
"202","NV",6,32940.116665
"202","NY",86,20793.542403907
"202","OH",59,16601.4963449153
"202","OK",15,23114.0648193333
"202","OR",4,19948.03119
"202","PA",82,27694.6574607317
"202","RI",6,19416.88182
"202","SC",30,23593.0451253333
"202","SD",3,19524.28822
"202","TN",33,17212.9087925152
"202","TX",100,28734.41527283
"202","UT",2,11942.52778
"202","VA",43,17041.6652590233
"202","VT",2,11062.022725
"202","WA",16,20507.6442220625
"202","WI",18,16191.1211887222
"202","WV",13,12122.4779981538
"202","WY",1,20807
"203","AL",34,12310.5873891471
"203","AR",12,11199.53243625
"203","AZ",14,16741.8586447857
"203","CA",41,34825.8698558537
"203","CO",3,17861.5366266667
"203","CT",10,14934.6125327
"203","DC",3,15997.8282833333
"203","DE",4,10593.921794
"203","FL",85,20500.3957791412
"203","GA",32,13888.242638875
"203","IA",6,12133.6974216667
"203","IL",51,15892.0423903529
"203","IN",18,10831.1599650556
"203","KS",4,15236.121865
"203","KY",20,9787.70193375
"203","LA",22,13989.8972250455
"203","MA",35,8934.73030574286
"203","MD",26,5997.32826830769
"203","MI",33,11089.6921336364
"203","MN",4,12671.0792825
"203","MO",16,13195.290724375
"203","MS",26,14323.4378057692
"203","NC",30,12046.9303011667
"203","NE",2,13510.14048
"203","NH",2,9355.5909105
"203","NJ",44,33886.6020740909
"203","NM",5,12969.5832396
"203","NV",6,32978.7767983333
"203","NY",65,16364.0705682308
"203","OH",32,11249.014300375
"203","OK",9,17171.5380744444
"203","PA",53,21493.3221374528
"203","RI",4,14875.9747325
"203","SC",15,17767.3330306667
"203","SD",1,14079
"203","TN",18,12565.6779361667
"203","TX",62,20488.9479976129
"203","VA",26,12867.7620814231
"203","WA",5,14612.5716034
"203","WI",7,12546.635981
"203","WV",9,8662.582952
"207","AK",2,113745.59375
"207","AL",21,163033.036864762
"207","AR",15,98904.323158
"207","AZ",16,154196.934675
"207","CA",110,263542.554112455
"207","CO",5,218676.03738
"207","CT",18,133246.518153333
"207","DC",6,158457.853023333
"207","DE",3,96548.5052933333
"207","FL",89,157228.678297416
"207","GA",35,124120.441547714
"207","HI",3,134966.547966667
"207","IA",4,120564.117325
"207","ID",2,107130.902085
"207","IL",54,131522.472765185
"207","IN",28,96810.12152
"207","KS",7,154189.03212
"207","KY",23,98015.1542991304
"207","LA",25,125084.965066
"207","MA",22,83425.4923040909
"207","MD",25,51277.72896
"207","ME",3,97904.0206733333
"207","MI",41,90989.9672743902
"207","MN",12,145757.697075833
"207","MO",28,131586.940985714
"207","MS",18,125091.313048889
"207","MT",1,69458.26667
"207","NC",34,93295.5067791176
"207","ND",3,83753.7586533333
"207","NE",6,107315.991108333
"207","NH",3,132782.468633333
"207","NJ",48,229715.445451667
"207","NM",3,133136.326033333
"207","NV",16,227783.2094375
"207","NY",83,113299.136340602
"207","OH",63,98159.0694998413
"207","OK",16,133305.239380625
"207","OR",2,123047.97345
"207","PA",52,166742.490019808
"207","RI",6,111325.534925
"207","SC",25,135651.04868
"207","SD",3,134653.845533333
"207","TN",30,117334.340127667
"207","TX",79,154609.846863671
"207","UT",2,100144.369065
"207","VA",32,116176.611544375
"207","VT",2,82623.189215
"207","WA",15,146102.517775333
"207","WI",9,126561.052268889
"207","WV",15,72645.2463153333
"208","AK",3,62583.7634566667
"208","AL",42,60101.8942566667
"208","AR",27,43999.8035488889
"208","AZ",41,70335.7150541463
"208","CA",167,120406.238932934
"208","CO",22,70864.1621640909
"208","CT",22,54743.4039331818
"208","DC",6,71560.96318
"208","DE",5,48480.7837
"208","FL",138,74364.5047082609
"208","GA",64,52348.28877625
"208","HI",8,56205.38297375
"208","IA",17,46170.5686805882
"208","ID",7,42613.32765
"208","IL",94,64182.4760571277
"208","IN",55,44800.2018225455
"208","KS",15,62518.2517433333
"208","KY",49,39177.4127926531
"208","LA",41,55680.6380119512
"208","MA",45,35907.3914024444
"208","MD",38,22955.1057118421
"208","ME",7,42844.6009557143
"208","MI",65,42529.0338684615
"208","MN",21,57857.333
"208","MO",44,56384.8614061364
"208","MS",32,55325.803243125
"208","MT",5,45319.251968
"208","NC",65,43753.7941944615
"208","ND",6,37096.2495933333
"208","NE",14,55606.0293771429
"208","NH",11,48053.8637427273
"208","NJ",58,109292.260154483
"208","NM",9,54849.2916844444
"208","NV",16,107544.03705875
"208","NY",117,48546.2600625641
"208","OH",92,46735.3651134783
"208","OK",27,55543.1707381481
"208","OR",16,53425.5673275
"208","PA",93,65548.271743871
"208","RI",6,59052.7846083333
"208","SC",31,62511.831933871
"208","SD",3,59386.0991833333
"208","TN",50,51351.274201
"208","TX",149,69142.7956337584
"208","UT",7,43881.9032971429
"208","VA",50,50149.7246172
"208","VT",2,37556.72981
"208","WA",38,58663.0309763158
"208","WI",28,47013.7527889286
"208","WV",23,33138.5651095652
"208","WY",2,51433.08222
"238","AK",2,99189.6579
"238","AL",18,74625.006245
"238","AR",16,63188.664884375
"238","AZ",24,91775.0316420833
"238","CA",70,145556.758581286
"238","CO",14,114144.505675714
"238","CT",14,66655.10354
"238","DC",3,94175.8420133333
"238","DE",3,68539.2793666667
"238","FL",83,108205.598552289
"238","GA",25,74844.942486
"238","HI",2,79279.056315
"238","IA",12,67360.4741808333
"238","ID",5,53118.129034
"238","IL",50,93203.7663342
"238","IN",30,71740.1186276667
"238","KS",15,73661.94813
"238","KY",18,67617.9985494444
"238","LA",24,82766.1009904167
"238","MA",24,57857.04701
"238","MD",24,32473.02166875
"238","ME",3,48887.91505
"238","MI",37,63572.4363781081
"238","MN",14,76249.3139214286
"238","MO",28,72068.3883782143
"238","MS",15,64632.5766486667
"238","MT",5,65142.039722
"238","NC",23,66146.5848708696
"238","ND",6,60753.9750966667
"238","NE",8,63604.52029625
"238","NH",8,74384.95217375
"238","NJ",32,99308.6644534375
"238","NM",6,84155.5842866667
"238","NV",10,119799.32737
"238","NY",43,68420.5914518605
"238","OH",46,73611.0582508696
"238","OK",14,80412.6096607143
"238","OR",11,67816.04673
"238","PA",47,95905.0067255319
"238","RI",3,70062.6855166667
"238","SC",17,98397.7382394118
"238","SD",3,80403.0065433333
"238","TN",28,76551.1509775
"238","TX",77,93326.225362987
"238","UT",7,69152.9766757143
"238","VA",28,80324.8086275
"238","VT",1,47298.61702
"238","WA",25,98098.0576444
"238","WI",23,65790.017436087
"238","WV",8,53886.28907875
"238","WY",2,87803.94259
"243","AK",1,78937.48485
"243","AL",21,69681.8823833333
"243","AR",13,53966.1416946154
"243","AZ",25,74827.9213312
"243","CA",104,107832.189970577
"243","CO",14,75195.8903521429
"243","CT",19,52879.4068568421
"243","DC",2,78003.55186
"243","DE",4,50389.27841
"243","FL",91,78576.3446881319
"243","GA",25,56331.24671
"243","HI",3,55890.5863633333
"243","IA",13,47250.2277261538
"243","ID",4,46377.377045
"243","IL",64,70443.5318554688
"243","IN",29,54736.4756648276
"243","KS",13,55873.9531969231
"243","KY",17,55210.0683876471
"243","LA",19,66757.4889347368
"243","MA",25,44954.0801952
"243","MD",23,26858.058516087
"243","ME",5,47078.19584
"243","MI",41,49898.8611846341
"243","MN",15,56866.1970326667
"243","MO",27,60085.2951540741
"243","MS",15,54200.92001
"243","MT",4,47289.92009
"243","NC",30,54818.0316676667
"243","ND",6,38261.69582
"243","NE",9,54500.7953844444
"243","NH",5,49049.284224
"243","NJ",45,101590.483189778
"243","NM",4,54700.734375
"243","NV",9,100993.202218889
"243","NY",56,58700.2768916071
"243","OH",52,55928.6265732692
"243","OK",16,71462.98592
"243","OR",9,44778.3672588889
"243","PA",62,77784.6261667742
"243","RI",5,53704.987542
"243","SC",18,73458.6955816667
"243","SD",4,42461.637785
"243","TN",22,56622.4174236364
"243","TX",79,74948.7777431646
"243","UT",5,50615.95873
"243","VA",27,58355.5297059259
"243","VT",2,40219.283335
"243","WA",18,62460.3616827778
"243","WI",21,45858.9173147619
"243","WV",8,39867.5764725
"243","WY",2,64781.524305
"244","AK",1,55813.77193
"244","AL",20,57402.796604
"244","AR",16,47978.271923125
"244","AZ",26,62525.7946838462
"244","CA",89,80649.2133360674
"244","CO",10,61457.139288
"244","CT",16,43982.937313125
"244","DC",2,37339.72476
"244","DE",3,37422.2860466667
"244","FL",86,63209.9665413953
"244","GA",24,45720.5737183333
"244","HI",2,36474.433335
"244","IA",14,37609.2473957143
"244","ID",5,42141.26835
"244","IL",56,56342.7709719643
"244","IN",32,45032.0288009375
"244","KS",14,44888.9628657143
"244","KY",16,47973.8594125
"244","LA",15,50301.7879106667
"244","MA",25,35757.1601288
"244","MD",20,21487.3086015
"244","ME",3,40722.9709666667
"244","MI",33,43500.46488
"244","MN",12,46112.2736725
"244","MO",27,47639.2065011111
"244","MS",16,46656.80901375
"244","MT",4,39891.15155
"244","NC",28,44700.1440157143
"244","ND",6,31813.32594
"244","NE",8,46558.51795625
"244","NH",5,39583.414066
"244","NJ",40,76311.6873165
"244","NM",5,50710.30003
"244","NV",9,84884.8086277778
"244","NY",53,44868.5423941509
"244","OH",46,43692.9730813043
"244","OK",15,52511.3277886667
"244","OR",11,35937.7442
"244","PA",61,60772.4422673771
"244","RI",2,53036.28882
"244","SC",22,56501.2698863636
"244","SD",4,30610.7356225
"244","TN",24,50915.8240075
"244","TX",67,59620.8388686567
"244","UT",5,40589.038006
"244","VA",27,48405.9260648148
"244","VT",2,36386.388025
"244","WA",21,51504.5465552381
"244","WI",17,37916.7205617647
"244","WV",8,33460.45393125
"244","WY",2,47054.31884
"246","AK",1,119404.1622
"246","AL",18,85104.193775
"246","AR",16,73982.991475
"246","AZ",29,106051.309908276
"246","CA",84,161320.33738619
"246","CO",9,114569.878846667
"246","CT",8,86989.42892125
"246","DC",2,77746.0886
"246","DE",5,69620.966638
"246","FL",72,116878.572543333
"246","GA",20,77479.017997
"246","HI",3,83872.9094533333
"246","IA",13,69711.28534
"246","ID",5,68517.663248
"246","IL",45,99765.6403177778
"246","IN",26,78872.5612738461
"246","KS",9,90300.7247266667
"246","KY",20,69890.022301
"246","LA",20,98881.0106875
"246","MA",13,64829.3122553846
"246","MD",13,32189.6546753846
"246","ME",2,68967.427645
"246","MI",29,67123.3380286207
"246","MN",14,75241.3714407143
"246","MO",28,75180.0672503571
"246","MS",13,85716.7059530769
"246","MT",4,64555.2706825
"246","NC",20,78351.847737
"246","ND",6,62789.0616966667
"246","NE",4,64128.299485
"246","NH",3,76264.4577066667
"246","NJ",25,136823.579316
"246","NM",7,80876.5337857143
"246","NV",8,154815.0508625
"246","NY",39,73162.5089415385
"246","OH",41,81145.4926243902
"246","OK",11,88067.9593627273
"246","OR",7,63492.4775485714
"246","PA",38,112644.925615
"246","RI",2,109760.7125
"246","SC",14,93521.3472657143
"246","SD",4,59444.86663
"246","TN",23,77878.6553786957
"246","TX",73,108099.209784521
"246","UT",5,59855.75865
"246","VA",22,89245.2425222727
"246","VT",1,50859.52542
"246","WA",17,92754.4232535294
"246","WI",15,66582.6425266667
"246","WV",9,60650.2734555556
"246","WY",2,88603.458335
"247","AK",4,89574.9377025
"247","AL",28,68770.3599192857
"247","AR",21,52103.2916590476
"247","AZ",39,75701.6060887179
"247","CA",123,105702.415935854
"247","CO",26,79900.5904819231
"247","CT",11,58331.0908881818
"247","DC",2,63247.649945
"247","DE",5,49804.887872
"247","FL",96,81398.4178372917
"247","GA",42,55870.2408369048
"247","HI",5,48613.106686
"247","IA",21,49331.9292295238
"247","ID",7,48303.6074
"247","IL",78,70338.8662370513
"247","IN",47,53164.6729517021
"247","KS",19,57168.7087763158
"247","KY",24,47261.1672191667
"247","LA",34,68358.8511202941
"247","MA",21,47766.6463838095
"247","MD",19,19959.6182431579
"247","ME",4,50038.7471975
"247","MI",34,45336.1080717647
"247","MN",17,49594.7392323529
"247","MO",42,56503.1523092857
"247","MS",17,60495.9630070588
"247","MT",8,45037.16125125
"247","NC",29,55712.6063024138
"247","ND",6,43003.2077216667
"247","NE",15,66312.3411706667
"247","NH",8,56343.3449175
"247","NJ",29,96687.5269510345
"247","NM",9,57891.8316166667
"247","NV",13,94032.5659038462
"247","NY",51,48271.5118019608
"247","OH",62,52567.5978646774
"247","OK",19,66313.01745
"247","OR",16,45171.10837625
"247","PA",67,75480.7534313433
"247","RI",3,86142.5906566667
"247","SC",17,70015.9635194118
"247","SD",4,40291.1609875
"247","TN",32,57647.65658125
"247","TX",118,76758.8130224576
"247","UT",9,49260.0713255556
"247","VA",34,59362.1233308824
"247","VT",1,38523.78102
"247","WA",27,65500.6938662963
"247","WI",32,48014.192725625
"247","WV",11,40875.6839136364
"247","WY",2,54673.59817
"249","AL",21,62618.2012761905
"249","AR",15,49826.3299986667
"249","AZ",19,65849.9706073684
"249","CA",59,98612.2027335593
"249","CO",12,63044.2437341667
"249","CT",11,53888.5709363636
"249","DC",2,60858.83614
"249","DE",4,47934.1280925
"249","FL",72,76181.7475194444
"249","GA",28,47564.7671542857
"249","HI",1,49204.72222
"249","IA",12,42862.2236233333
"249","ID",4,40526.4579525
"249","IL",58,62734.4241758621
"249","IN",41,48254.5281856098
"249","KS",14,57843.6507885714
"249","KY",20,42997.8545385
"249","LA",16,62717.58435875
"249","MA",20,44688.465649
"249","MD",16,17417.629655
"249","ME",3,36575.79496
"249","MI",33,40423.1966960606
"249","MN",13,44715.5129923077
"249","MO",33,51790.5006521212
"249","MS",12,49348.52549
"249","MT",5,37838.671402
"249","NC",24,51663.04022125
"249","ND",2,38584.459485
"249","NE",8,63097.93068625
"249","NH",4,49237.66893
"249","NJ",23,85498.2912804348
"249","NM",5,50038.363982
"249","NV",10,87206.217886
"249","NY",44,47336.9048872727
"249","OH",46,49892.6107632609
"249","OK",15,66053.2093146667
"249","OR",8,41741.3581475
"249","PA",52,64188.0826415385
"249","RI",3,75383.02674
"249","SC",13,66255.9455638462
"249","SD",4,39816.21415
"249","TN",23,52506.348233913
"249","TX",54,69793.2852577778
"249","UT",4,38273.9794925
"249","VA",25,57106.3174568
"249","VT",1,35789.2
"249","WA",15,58502.8214566667
"249","WI",20,45512.072214
"249","WV",7,36373.6871385714
"249","WY",1,49498.63158
"251","AK",1,87011.14286
"251","AL",15,49720.288576
"251","AR",8,47969.62198875
"251","AZ",18,73116.5537177778
"251","CA",59,100786.790203051
"251","CO",11,78601.1621081818
"251","CT",6,59099.248585
"251","DC",2,64296.52559
"251","DE",1,44443.23438
"251","FL",62,75412.3426314516
"251","GA",14,52414.3011278571
"251","HI",1,32224.78571
"251","IA",8,43306.834645
"251","ID",2,32618.916665
"251","IL",40,63691.39750775
"251","IN",23,52378.9570221739
"251","KS",6,47340.5353666667
"251","KY",16,44875.12784
"251","LA",12,58474.4338216667
"251","MA",12,49021.8682733333
"251","MD",13,21044.3620130769
"251","ME",3,38070.3289933333
"251","MI",28,37286.1914910714
"251","MN",12,55812.5196783333
"251","MO",23,57252.3873173913
"251","MS",9,43151.6410822222
"251","MT",1,37837
"251","NC",21,53588.329232381
"251","ND",3,35685.52361
"251","NE",6,52098.8065066667
"251","NH",2,58767.833805
"251","NJ",18,86571.0304688889
"251","NM",3,63347.1947333333
"251","NV",5,83949.306176
"251","NY",38,52522.2726110526
"251","OH",34,51359.1687885294
"251","OK",10,70670.733471
"251","OR",6,38700.7328066667
"251","PA",42,71622.3007142857
"251","RI",2,62363.01667
"251","SC",10,68534.606874
"251","SD",3,37700.8655666667
"251","TN",15,57054.794316
"251","TX",50,68869.3815088
"251","UT",4,36757.390995
"251","VA",16,56606.90613625
"251","VT",1,42468.82051
"251","WA",13,56740.8739292308
"251","WI",14,50173.0349457143
"251","WV",4,34822.5032375
"251","WY",1,75760.76923
"252","AK",1,90891.15385
"252","AL",20,70686.1238325
"252","AR",13,60940.0869484615
"252","AZ",20,84980.340936
"252","CA",107,137772.313697477
"252","CO",10,87859.275429
"252","CT",10,100608.011348
"252","DC",6,77624.422545
"252","DE",3,61133.40688
"252","FL",102,94653.5562871569
"252","GA",39,66023.4588351282
"252","HI",3,71448.8154766667
"252","IA",5,71283.872452
"252","ID",4,57339.8688675
"252","IL",58,87479.0190887931
"252","IN",28,70025.7931907143
"252","KS",8,80539.24418625
"252","KY",16,56874.91594125
"252","LA",27,78521.5699788889
"252","MA",27,55178.0425455556
"252","MD",30,29947.4955953333
"252","ME",2,44112.72449
"252","MI",41,59741.8449495122
"252","MN",14,71720.2416571429
"252","MO",26,72278.5528880769
"252","MS",18,66239.4939283333
"252","MT",2,63453.18939
"252","NC",31,56019.0632954839
"252","ND",3,40845.2155533333
"252","NE",5,68922.254916
"252","NH",4,89139.081725
"252","NJ",46,134575.798526087
"252","NM",7,57535.13945
"252","NV",7,140762.836867143
"252","NY",66,72579.7798039394
"252","OH",48,65384.4384047917
"252","OK",12,65459.5286683333
"252","OR",8,63624.16561625
"252","PA",55,100071.120506182
"252","RI",3,97421.3667433333
"252","SC",18,81289.2309588889
"252","SD",3,70144.0880233333
"252","TN",26,65966.4391669231
"252","TX",94,85168.6614617021
"252","UT",4,51591.5248375
"252","VA",28,77585.1505960714
"252","VT",1,50565.5
"252","WA",18,85228.5710877778
"252","WI",16,69211.71540875
"252","WV",8,43660.45703875
"253","AK",1,81205.90909
"253","AL",26,62226.1405342308
"253","AR",16,54164.02857875
"253","AZ",20,71684.490916
"253","CA",91,125562.106067143
"253","CO",10,87762.205976
"253","CT",13,61542.9590815385
"253","DC",4,74671.0035975
"253","DE",3,49740.8553433333
"253","FL",97,81255.0830570103
"253","GA",32,60318.302339375
"253","HI",1,55712.22727
"253","IA",9,53249.1222233333
"253","ID",3,31880.3715733333
"253","IL",66,73532.7029565151
"253","IN",37,56168.3119875676
"253","KS",15,60943.7246973333
"253","KY",20,53470.4859895
"253","LA",24,69698.0526858333
"253","MA",23,49759.2511765217
"253","MD",30,22163.5794296667
"253","ME",4,42501.5233
"253","MI",41,49843.4783126829
"253","MN",13,61698.9312661538
"253","MO",31,59540.0645674194
"253","MS",18,53792.52542
"253","MT",4,44125.1188325
"253","NC",28,51362.5098053571
"253","ND",5,36820.390432
"253","NE",7,49915.7183571429
"253","NH",5,60323.502382
"253","NJ",50,107701.8711776
"253","NM",6,58644.32208
"253","NV",9,112615.764625556
"253","NY",61,61472.5134514754
"253","OH",58,53732.1078212069
"253","OK",11,58071.1756354545
"253","OR",9,52545.0891477778
"253","PA",60,81251.5421888333
"253","RI",4,69639.4251725
"253","SC",16,71744.220670625
"253","SD",3,55457.76428
"253","TN",28,56149.7588825
"253","TX",98,76214.5190656122
"253","UT",6,41917.588985
"253","VA",30,59908.3864866667
"253","VT",1,40776.17857
"253","WA",23,69753.1518821739
"253","WI",23,59965.0796173913
"253","WV",9,40514.6495977778
"253","WY",1,42969.94737
"254","AL",21,50536.1986395238
"254","AR",14,43260.8578535714
"254","AZ",16,51347.841980625
"254","CA",61,82959.4567686885
"254","CO",6,60273.150975
"254","CT",13,39272.8619738461
"254","DC",4,49741.8382375
"254","DE",3,39983.7622233333
"254","FL",70,60269.8170687143
"254","GA",29,43559.2944182759
"254","HI",1,53921.72222
"254","IA",12,39052.1049433333
"254","ID",4,30288.042875
"254","IL",48,51041.6810925
"254","IN",32,39688.5164034375
"254","KS",9,45384.6162888889
"254","KY",17,38467.3119682353
"254","LA",19,51201.3559773684
"254","MA",18,36127.24894
"254","MD",28,14969.6259131429
"254","ME",5,28703.271312
"254","MI",32,36517.4193446875
"254","MN",10,44445.716846
"254","MO",25,42564.9473988
"254","MS",15,39452.87991
"254","MT",3,27428.6688233333
"254","NC",22,37297.4369413636
"254","ND",3,22404.2857133333
"254","NE",6,36356.6920033333
"254","NH",4,47077.708795
"254","NJ",31,64934.1824525806
"254","NM",4,45347.66071
"254","NV",8,76252.0796175
"254","NY",45,37105.064486
"254","OH",43,39492.1810932558
"254","OK",12,41845.4958891667
"254","OR",6,35300.2202233333
"254","PA",40,54015.263323
"254","RI",3,41386.5260366667
"254","SC",18,47407.6538233333
"254","SD",3,43575.81769
"254","TN",25,43545.3892096
"254","TX",69,55209.7167737681
"254","UT",2,24193.98182
"254","VA",20,42803.0136915
"254","VT",1,29609.58824
"254","WA",17,51456.5969429412
"254","WI",13,40650.1417338462
"254","WV",8,27102.33269
"254","WY",2,41699.60577
"280","AK",1,79674.45455
"280","AL",32,42942.1937728125
"280","AR",22,30499.5400072273
"280","AZ",27,53782.4036674074
"280","CA",170,82123.2224477059
"280","CO",13,56753.3120330769
"280","CT",27,34285.4506977778
"280","DC",3,59618.1547633333
"280","DE",5,32491.664514
"280","FL",138,58014.442237029
"280","GA",51,40009.1462305882
"280","HI",9,40402.0267988889
"280","IA",21,31095.333987619
"280","ID",6,27664.2737266667
"280","IL",91,45789.06096
"280","IN",48,34039.8125279167
"280","KS",15,38761.490488
"280","KY",34,32200.1066779412
"280","LA",28,44942.86978
"280","MA",46,23194.852791087
"280","MD",37,17692.2791341622
"280","ME",14,23577.8684064286
"280","MI",70,27855.8137227857
"280","MN",24,32367.3139270833
"280","MO",45,40042.7396422889
"280","MS",24,41994.6023891667
"280","MT",3,27671.0806166667
"280","NC",63,28746.1812563492
"280","ND",6,23550.85798
"280","NE",13,37428.9751492308
"280","NH",12,30492.4601458333
"280","NJ",60,89859.8763868333
"280","NM",8,47661.496145
"280","NV",11,89514.6285754545
"280","NY",120,39620.23608675
"280","OH",81,36821.6485631481
"280","OK",23,41030.4913491304
"280","OR",16,32733.512169375
"280","PA",104,48935.6231122115
"280","RI",10,31690.538889
"280","SC",32,42626.7312690625
"280","SD",7,29524.2745085714
"280","TN",45,38480.4048031111
"280","TX",124,56750.6544083065
"280","UT",4,29385.35224
"280","VA",50,35343.3305972
"280","VT",2,24005.948645
"280","WA",32,39658.9721153125
"280","WI",33,28618.8743684848
"280","WV",19,25022.9855947368
"280","WY",2,35610.385415
"281","AK",1,38210.11765
"281","AL",23,30953.2078373913
"281","AR",19,20699.1122089474
"281","AZ",21,35726.1521661905
"281","CA",115,55744.0053903478
"281","CO",12,34316.2398166667
"281","CT",23,26011.2041121739
"281","DC",3,34424.29091
"281","DE",4,21276.8416175
"281","FL",123,39823.8207733333
"281","GA",47,26476.2102840426
"281","HI",7,21382.1952385714
"281","IA",19,21910.4195278947
"281","ID",4,25001.48651
"281","IL",75,31870.40929304
"281","IN",39,23806.1204279487
"281","KS",13,29262.6096561538
"281","KY",31,21845.7007420645
"281","LA",20,28681.7279345
"281","MA",42,16670.1132859286
"281","MD",37,9933.91608105405
"281","ME",14,16430.3393445714
"281","MI",58,20413.7736948793
"281","MN",22,22556.0139004545
"281","MO",34,25737.2683014706
"281","MS",20,27265.5267815
"281","MT",2,20320.266665
"281","NC",54,22011.1458388148
"281","ND",5,16004.598492
"281","NE",12,26963.0277433333
"281","NH",12,22561.9873791667
"281","NJ",55,58968.7638918182
"281","NM",9,29728.8382944444
"281","NV",10,53564.834279
"281","NY",100,27471.4143592
"281","OH",63,26300.289783
"281","OK",22,26995.0471404545
"281","OR",13,19332.5874
"281","PA",82,34521.2371045366
"281","RI",8,24663.95586375
"281","SC",26,29717.1286130769
"281","SD",4,22221.8288125
"281","TN",33,26229.1515821212
"281","TX",101,37286.1439475248
"281","UT",3,19248.96111
"281","VA",45,24676.338754
"281","VT",3,15569.4902566667
"281","WA",30,26984.642306
"281","WI",23,22561.439863913
"281","WV",18,15962.8730621111
"281","WY",2,24412.085
"282","AK",1,27804.66667
"282","AL",22,23978.8444020455
"282","AR",14,16158.0074791429
"282","AZ",10,31771.368468
"282","CA",63,41138.2588326984
"282","CO",8,23649.80524625
"282","CT",15,20943.762738
"282","DC",2,26354.380515
"282","DE",3,19872.7695866667
"282","FL",92,30014.56374775
"282","GA",34,20463.2858167647
"282","HI",5,18965.065226
"282","IA",15,17556.5860542
"282","ID",4,17263.9824525
"282","IL",44,23232.3475374091
"282","IN",22,20717.3930531818
"282","KS",7,23292.5888542857
"282","KY",21,17420.0895126667
"282","LA",12,23800.6591614167
"282","MA",34,13656.8103951471
"282","MD",31,7051.40246419355
"282","ME",14,12641.1754592857
"282","MI",52,15279.1467170385
"282","MN",14,16534.9534635714
"282","MO",22,20561.2662727273
"282","MS",18,23409.0612927778
"282","MT",1,13830
"282","NC",47,17413.7542831489
"282","ND",4,15824.897435
"282","NE",8,25845.65437375
"282","NH",9,19386.9220714444
"282","NJ",51,40005.7361627451
"282","NM",7,24366.4775757143
"282","NV",5,44267.457706
"282","NY",74,19862.6654973919
"282","OH",42,20250.743915381
"282","OK",14,22526.7594264286
"282","OR",9,15934.4006966667
"282","PA",60,26102.3135887333
"282","RI",4,20811.136939
"282","SC",21,25389.7454657143
"282","SD",5,18546.01865
"282","TN",32,20226.2811095938
"282","TX",56,29640.2300117857
"282","UT",1,19126.45455
"282","VA",34,19578.5328039412
"282","VT",3,11258.1204333333
"282","WA",17,23220.4042854706
"282","WI",12,20029.0795958333
"282","WV",14,12608.8619725714
"282","WY",2,27769.75824
"286","AK",1,66196.38889
